EXJDQTRE,0,1,http://www.wikidata.org/prop/direct/P2044
2XAFUHMB,0,1,http://www.wikidata.org/prop/direct/P2044
FMR4J4I3,0,1,http://www.wikidata.org/prop/direct/P1752
2ZVO2576,0,1,http://www.wikidata.org/prop/direct/P3157
MSUG0BEW,0,1,http://www.wikidata.org/prop/direct/P3157
IK66B53U,0,1,http://www.wikidata.org/prop/direct/P1752
YCGIP6F1,0,1,http://www.wikidata.org/prop/direct/P2044
DQKKZVQO,0,1,http://www.wikidata.org/prop/direct/P2044
KZZRXCCL,0,1,http://www.wikidata.org/prop/direct/P3999
ZEAPU4DI,0,1,http://www.wikidata.org/prop/direct/P1086
ZEAPU4DI,0,2,http://www.wikidata.org/prop/direct/P2048
9L8SXKA0,0,1,http://www.wikidata.org/prop/direct/P2044
9L8SXKA0,0,2,http://www.wikidata.org/prop/direct/P2044
J6UTKF6D,0,1,http://www.wikidata.org/prop/direct/P2044
J6UTKF6D,0,2,http://www.wikidata.org/prop/direct/P1082
M7ML371T,0,1,http://www.wikidata.org/prop/direct/P2044
RV2WVVY7,0,1,http://www.wikidata.org/prop/direct/P1114
XHO2M00A,0,1,http://www.wikidata.org/prop/direct/P1114
X0OSJBDY,0,1,http://www.wikidata.org/prop/direct/P1114
OASPOHR7,0,1,http://www.wikidata.org/prop/direct/P1752
OASPOHR7,0,2,http://www.wikidata.org/prop/direct/P1752
OASPOHR7,0,3,http://www.wikidata.org/prop/direct/P1752
FEAQDV5N,0,1,http://www.wikidata.org/prop/direct/P2044
FEAQDV5N,0,2,http://www.wikidata.org/prop/direct/P1752
FEAQDV5N,0,3,http://www.wikidata.org/prop/direct/P1752
K7SXQZNY,0,1,http://www.wikidata.org/prop/direct/P137
K7SXQZNY,0,2,http://www.wikidata.org/prop/direct/P1752
K7SXQZNY,0,3,http://www.wikidata.org/prop/direct/P1752
UIZBT6GA,0,1,http://www.wikidata.org/prop/direct/P137
UIZBT6GA,0,2,http://www.wikidata.org/prop/direct/P2044
UIZBT6GA,0,3,http://www.wikidata.org/prop/direct/P1752
32K2WAIN,0,1,http://www.wikidata.org/prop/direct/P2044
4F8OZDGJ,0,1,http://www.wikidata.org/prop/direct/P2044
473MUWXE,0,1,http://www.wikidata.org/prop/direct/P2046
XWW7T322,0,1,http://www.wikidata.org/prop/direct/P2659
DXQ6H6P6,0,1,http://www.wikidata.org/prop/direct/P2154
DXQ6H6P6,0,2,http://www.wikidata.org/prop/direct/P1752
Z4UUNWJS,0,1,http://www.wikidata.org/prop/direct/P1215
Z4UUNWJS,0,2,http://www.wikidata.org/prop/direct/P1752
MOKB3GGF,0,1,http://www.wikidata.org/prop/direct/P1215
IZLTIRAI,0,1,http://www.wikidata.org/prop/direct/P1752
IZLTIRAI,0,2,http://www.wikidata.org/prop/direct/P1752
D9F24PO8,0,1,http://www.wikidata.org/prop/direct/P2044
IAH9CI7J,0,1,http://www.wikidata.org/prop/direct/P1752
IAH9CI7J,0,2,http://www.wikidata.org/prop/direct/P1752
NYF409VE,0,1,http://www.wikidata.org/prop/direct/P2046
NYF409VE,0,2,http://www.wikidata.org/prop/direct/P1752
NSAEMFI9,0,1,http://www.wikidata.org/prop/direct/P1752
NSAEMFI9,0,2,http://www.wikidata.org/prop/direct/P1752
UZC8PFMF,0,1,http://www.wikidata.org/prop/direct/P1752
0W0GG91N,0,1,http://www.wikidata.org/prop/direct/P1752
VF6KFFM6,0,1,http://www.wikidata.org/prop/direct/P1752
VF6KFFM6,0,2,http://www.wikidata.org/prop/direct/P1752
SKTJ7EWS,0,1,http://www.wikidata.org/prop/direct/P1752
7HT5L0XY,0,1,http://www.wikidata.org/prop/direct/P2216
UCFB5YQR,0,1,http://www.wikidata.org/prop/direct/P1752
PYOFD1QQ,0,1,http://www.wikidata.org/prop/direct/P84
CQOMZYNM,0,1,http://www.wikidata.org/prop/direct/P1752
2RVNDC2L,0,1,http://www.wikidata.org/prop/direct/P2044
Y4SA40U3,0,1,http://www.wikidata.org/prop/direct/P2044
Y4SA40U3,0,2,http://www.wikidata.org/prop/direct/P2044
EG1Z6H4G,0,1,http://www.wikidata.org/prop/direct/P2046
EG1Z6H4G,0,2,http://www.wikidata.org/prop/direct/P2044
EG1Z6H4G,0,3,http://www.wikidata.org/prop/direct/P2044
E7LQV4CI,0,1,http://www.wikidata.org/prop/direct/P2043
E7LQV4CI,0,2,http://www.wikidata.org/prop/direct/P2043
E7LQV4CI,0,3,http://www.wikidata.org/prop/direct/P2044
CE0GQILZ,0,1,http://www.wikidata.org/prop/direct/P1086
CE0GQILZ,0,2,http://www.wikidata.org/prop/direct/P1114
CE0GQILZ,0,3,http://www.wikidata.org/prop/direct/P2044
9NTNPNTS,0,1,http://www.wikidata.org/prop/direct/P1752
BNOWUGRA,0,1,http://www.wikidata.org/prop/direct/P2044
5N0FYQBY,0,1,http://www.wikidata.org/prop/direct/P2044
MMRQKZ9Y,0,1,http://www.wikidata.org/prop/direct/P2046
WNESYEKO,0,1,http://www.wikidata.org/prop/direct/P1752
C41BBRWL,0,1,http://www.wikidata.org/prop/direct/P1752
T8U2VU0W,0,1,http://www.wikidata.org/prop/direct/P1752
LSS2FSPE,0,1,http://www.wikidata.org/prop/direct/P2044
Y6LKWQVV,0,1,http://www.wikidata.org/prop/direct/P6257
E35VH6U9,0,1,http://www.wikidata.org/prop/direct/P1752
E35VH6U9,0,2,http://www.wikidata.org/prop/direct/P1314
2N72AWI7,0,1,http://www.wikidata.org/prop/direct/P1752
5567V0EV,0,1,http://www.wikidata.org/prop/direct/P1752
5567V0EV,0,2,http://www.wikidata.org/prop/direct/P1752
AVN2RNIL,0,2,http://www.wikidata.org/prop/direct/P1752
T2TY13EY,0,1,http://www.wikidata.org/prop/direct/P1752
T2TY13EY,0,2,http://www.wikidata.org/prop/direct/P1752
P7CR3DJT,0,1,http://www.wikidata.org/prop/direct/P2044
1OYMXXSB,0,1,http://www.wikidata.org/prop/direct/P3999
P6MMGFYR,0,1,http://www.wikidata.org/prop/direct/P2044
P6MMGFYR,0,2,http://www.wikidata.org/prop/direct/P2046
7UOWJTWS,0,1,http://www.wikidata.org/prop/direct/P2046
7UOWJTWS,0,2,http://www.wikidata.org/prop/direct/P1752
NLXQJ5CK,0,1,http://www.wikidata.org/prop/direct/P1436
L6YUX68U,0,1,http://www.wikidata.org/prop/direct/P1752
70UF10CK,0,1,http://www.wikidata.org/prop/direct/P2043
REDCDKKL,0,1,http://www.wikidata.org/prop/direct/P2049
REDCDKKL,0,2,http://www.wikidata.org/prop/direct/P2044
REDCDKKL,0,3,http://www.wikidata.org/prop/direct/P3157
4XCWNXIV,0,1,http://www.wikidata.org/prop/direct/P2044
OXZZ55MH,0,1,http://www.wikidata.org/prop/direct/P2160
OXZZ55MH,0,2,http://www.wikidata.org/prop/direct/P2046
OXZZ55MH,0,3,http://www.wikidata.org/prop/direct/P2044
QA7XYG8Y,0,1,http://www.wikidata.org/prop/direct/P2044
QA7XYG8Y,0,2,http://www.wikidata.org/prop/direct/P2044
QA7XYG8Y,0,3,http://www.wikidata.org/prop/direct/P2044
TYL3G32I,0,1,http://www.wikidata.org/prop/direct/P495
D0RYC1VJ,0,1,http://www.wikidata.org/prop/direct/P2046
0L05VSU7,0,1,http://www.wikidata.org/prop/direct/P2043
0L05VSU7,0,2,http://www.wikidata.org/prop/direct/P2044
COOW4QDY,0,1,http://www.wikidata.org/prop/direct/P137
COOW4QDY,0,2,http://www.wikidata.org/prop/direct/P1752
HVSA8RGR,0,1,http://www.wikidata.org/prop/direct/P2044
HVSA8RGR,0,2,http://www.wikidata.org/prop/direct/P2160
EWBAZDSV,0,2,http://www.wikidata.org/prop/direct/P2046
5XZ2MLZH,0,1,http://www.wikidata.org/prop/direct/P2659
5XZ2MLZH,0,2,http://www.wikidata.org/prop/direct/P2044
578ETGS6,0,1,http://www.wikidata.org/prop/direct/P2046
578ETGS6,0,2,http://www.wikidata.org/prop/direct/P1082
578ETGS6,0,3,http://www.wikidata.org/prop/direct/P2262
EL6ZYGXI,0,1,http://www.wikidata.org/prop/direct/P1752
EL6ZYGXI,0,2,http://www.wikidata.org/prop/direct/P2044
LXPV5R6I,0,1,http://www.wikidata.org/prop/direct/P1752
N66MSWB2,0,1,http://www.wikidata.org/prop/direct/P1752
XZMTXSU1,0,1,http://www.wikidata.org/prop/direct/P1752
XZMTXSU1,0,2,http://www.wikidata.org/prop/direct/P1752
FEH4KB3S,0,1,http://www.wikidata.org/prop/direct/P1752
YHQJD3JZ,0,1,http://www.wikidata.org/prop/direct/P2044
04RUJX8F,0,1,http://www.wikidata.org/prop/direct/P2046
04RUJX8F,0,2,http://www.wikidata.org/prop/direct/P2046
E4GAONTW,0,1,http://www.wikidata.org/prop/direct/P2044
KXR9OPK1,0,1,http://www.wikidata.org/prop/direct/P2044
IYAC1J0B,0,1,http://www.wikidata.org/prop/direct/P3815
83DUCNIN,0,1,http://www.wikidata.org/prop/direct/P1752
Q4DUGBRG,0,1,http://www.wikidata.org/prop/direct/P2046
CX0V8U3Q,0,1,http://www.wikidata.org/prop/direct/P2046
1Y8NBHYJ,0,1,http://www.wikidata.org/prop/direct/P2044
YN7S4HCS,0,1,http://www.wikidata.org/prop/direct/P2044
J0AZY6G0,0,2,http://www.wikidata.org/prop/direct/P2044
J0AZY6G0,0,3,http://www.wikidata.org/prop/direct/P1752
SCOX42AI,0,1,NIL
U7RXRWCV,0,1,http://www.wikidata.org/prop/direct/P1752
0C74X4U5,0,1,http://www.wikidata.org/prop/direct/P2547
4FIIY7OM,0,1,http://www.wikidata.org/prop/direct/P2043
4FIIY7OM,0,2,http://www.wikidata.org/prop/direct/P1752
RPU33G36,0,1,http://www.wikidata.org/prop/direct/P1752
M59U1E6L,0,1,http://www.wikidata.org/prop/direct/P1752
FWIMIN5S,0,1,http://www.wikidata.org/prop/direct/P2044
368E6CXD,0,1,http://www.wikidata.org/prop/direct/P2044
368E6CXD,0,2,http://www.wikidata.org/prop/direct/P2043
HGSNV3ZT,0,1,http://www.wikidata.org/prop/direct/P2044
7VKMV93G,0,1,http://www.wikidata.org/prop/direct/P1752
5M4OLI9U,0,1,http://www.wikidata.org/prop/direct/P2144
SZTMPGZ9,0,1,http://www.wikidata.org/prop/direct/P2044
SZTMPGZ9,0,2,http://www.wikidata.org/prop/direct/P1752
7AW620IY,0,2,http://www.wikidata.org/prop/direct/P2659
L64EY5U3,0,1,http://www.wikidata.org/prop/direct/P2044
L64EY5U3,0,2,http://www.wikidata.org/prop/direct/P2046
01MFOUVC,0,1,http://www.wikidata.org/prop/direct/P2043
FS8DY5XN,0,1,http://www.wikidata.org/prop/direct/P1114
J1DLDCCD,0,1,http://www.wikidata.org/prop/direct/P2261
XQ37WJS1,0,1,http://www.wikidata.org/prop/direct/P2044
JWFCR24H,0,1,http://www.wikidata.org/prop/direct/P180
QRCMLA9U,0,1,http://www.wikidata.org/prop/direct/P1752
N0J1HHX3,0,1,http://www.wikidata.org/prop/direct/P2044
O2R4PMNY,0,1,http://www.wikidata.org/prop/direct/P2044
N81BCYTX,0,1,http://www.wikidata.org/prop/direct/P2216
NGEEVXSU,0,1,http://www.wikidata.org/prop/direct/P6258
FVTWNNXK,0,1,http://www.wikidata.org/prop/direct/P2044
1VFI1Z1Z,0,1,http://www.wikidata.org/prop/direct/P2044
1VFI1Z1Z,0,2,http://www.wikidata.org/prop/direct/P2044
RC6HOFPH,0,1,http://www.wikidata.org/prop/direct/P2044
6XAJ0334,0,1,http://www.wikidata.org/prop/direct/P1752
TXR991OY,0,1,http://www.wikidata.org/prop/direct/P2044
KWISLSUE,0,1,http://www.wikidata.org/prop/direct/P2046
KWISLSUE,0,2,http://www.wikidata.org/prop/direct/P1752
KWISLSUE,0,3,http://www.wikidata.org/prop/direct/P1752
7U67PSPH,0,1,http://www.wikidata.org/prop/direct/P2044
7U67PSPH,0,2,http://www.wikidata.org/prop/direct/P2044
7U67PSPH,0,3,http://www.wikidata.org/prop/direct/P2044
8JCYBMXI,0,1,http://www.wikidata.org/prop/direct/P2659
HVUCP8NM,0,1,http://www.wikidata.org/prop/direct/P3999
EG2029SH,0,1,http://www.wikidata.org/prop/direct/P2046
8DRXH2ER,0,1,http://www.wikidata.org/prop/direct/P569
IGH783EB,0,1,http://www.wikidata.org/prop/direct/P2044
WQZDE7X0,0,1,http://www.wikidata.org/prop/direct/P3999
WQZDE7X0,0,2,http://www.wikidata.org/prop/direct/P2044
1LPTFOGQ,0,1,http://www.wikidata.org/prop/direct/P1752
1LPTFOGQ,0,2,http://www.wikidata.org/prop/direct/P2044
SITUYHC0,0,1,http://www.wikidata.org/prop/direct/P1752
SITUYHC0,0,2,http://www.wikidata.org/prop/direct/P2044
UGLV364O,0,1,http://www.wikidata.org/prop/direct/P1215
UGLV364O,0,2,http://www.wikidata.org/prop/direct/P1752
Z85K3EZG,0,1,http://www.wikidata.org/prop/direct/P2044
PFPGK7N7,0,1,http://www.wikidata.org/prop/direct/P2044
HYAALDZ6,0,1,http://www.wikidata.org/prop/direct/P1752
HYAALDZ6,0,2,http://www.wikidata.org/prop/direct/P1752
HYAALDZ6,0,3,http://www.wikidata.org/prop/direct/P6257
6B87ASBJ,0,1,http://www.wikidata.org/prop/direct/P1090
6B87ASBJ,0,2,http://www.wikidata.org/prop/direct/P1090
6B87ASBJ,0,3,http://www.wikidata.org/prop/direct/P6257
XYIVMC3S,0,1,http://www.wikidata.org/prop/direct/P1752
XYIVMC3S,0,2,http://www.wikidata.org/prop/direct/P1090
XYIVMC3S,0,3,http://www.wikidata.org/prop/direct/P6257
G38ZRPE7,0,1,http://www.wikidata.org/prop/direct/P2216
2TAGJWNV,0,1,http://www.wikidata.org/prop/direct/P1752
YGJCCX7V,0,1,http://www.wikidata.org/prop/direct/P1752
K43CWUXM,0,1,http://www.wikidata.org/prop/direct/P1752
S972I8JC,0,1,http://www.wikidata.org/prop/direct/P1752
DLJZ6XKX,0,1,http://www.wikidata.org/prop/direct/P2047
JQ54MLBO,0,1,http://www.wikidata.org/prop/direct/P1752
9ZR4WTHC,0,1,http://www.wikidata.org/prop/direct/P2044
CT3C6FCG,0,1,http://www.wikidata.org/prop/direct/P2047
H4ND6LD6,0,1,http://www.wikidata.org/prop/direct/P2049
H4ND6LD6,0,2,http://www.wikidata.org/prop/direct/P2049
P58RQUA7,0,1,http://www.wikidata.org/prop/direct/P2044
5Q3SIMCZ,0,1,http://www.wikidata.org/prop/direct/P1752
LJSBPFOO,0,1,http://www.wikidata.org/prop/direct/P1215
L5U44KIK,0,1,http://www.wikidata.org/prop/direct/P2044
16P64JYW,0,1,http://www.wikidata.org/prop/direct/P2044
8UHDWO9L,0,1,NIL
GL7YZGU5,0,1,NIL
GL7YZGU5,0,2,http://www.wikidata.org/prop/direct/P1752
09VQFBF1,0,1,http://www.wikidata.org/prop/direct/P3018
09VQFBF1,0,2,http://www.wikidata.org/prop/direct/P3018
XWGT0F0R,0,2,http://www.wikidata.org/prop/direct/P2044
W7UFWN1G,0,1,http://www.wikidata.org/prop/direct/P2044
W7UFWN1G,0,2,http://www.wikidata.org/prop/direct/P2044
5DAXBZA6,0,1,http://www.wikidata.org/prop/direct/P1752
